firm,cik,phone,leads,title,money_raised
"Stripes VII Private Investors, LLC",0002089973,212-464-2915,"[{'name': 'None J.P. Morgan Private Investments Inc.', 'role': 'Executive Officer', 'cik': '0002089973'}, {'name': 'Grant Cellier', 'role': 'Director', 'cik': '0002089973'}, {'name': 'Robert Meschi', 'role': 'Director', 'cik': '0002089973'}]",Director,65887500
"TCG Storage of Trussville East, LLC",0002090576,2059602121,"[{'name': 'James Key, Jr.', 'role': 'Director', 'cik': '0002090576'}, {'name': 'Delton Clayton', 'role': 'Director', 'cik': '0002090576'}, {'name': 'Jeffrey Brewer', 'role': 'Director', 'cik': '0002090576'}, {'name': ""Howard O'Neal"", 'role': 'Director', 'cik': '0002090576'}, {'name': 'Gregory Griffith', 'role': 'Director', 'cik': '0002090576'}]",Director,0
V360 Holdings LLC Series Apex Fund II,0002090842,6509248540,"[{'name': 'Martin Rudigier', 'role': 'Promoter', 'cik': '0002090842'}]",Promoter,1010000
V360 Holdings LLC Series micro1 Fund I,0002090843,6509248540,"[{'name': 'Martin Rudigier', 'role': 'Promoter', 'cik': '0002090843'}]",Promoter,1990000
HW CAPITAL LLC,0002091076,775-298-1535,"[{'name': 'Matthew Williams', 'role': 'Executive Officer', 'cik': '0002091076'}]",Executive Officer,12000
Wheelhouse Digital Studios III LLC,0002091369,9494666100,"[{'name': 'Richard Ingrassia', 'role': 'Director', 'cik': '0002091369'}]",Director,125000
"LLCap Project Benefit, LP",0002091519,312-952-6506,"[{'name': 'MERRICK AXEL', 'role': 'Executive Officer', 'cik': '0002091519'}, {'name': 'AUVEEK BASU', 'role': 'Executive Officer', 'cik': '0002091519'}]",Executive Officer,12000000
"Kimmeridge Energy Engagement Partners EG, LP",0002091633,646-517-3323,"[{'name': '- KEEP EG GP, LP', 'role': 'Executive Officer', 'cik': '0002091633'}, {'name': '- KEEP EG GP, LLC', 'role': 'Executive Officer', 'cik': '0002091633'}, {'name': 'Benjamin Dell', 'role': 'Executive Officer', 'cik': '0002091633'}, {'name': 'Neil McMahon', 'role': 'Executive Officer', 'cik': '0002091633'}, {'name': 'Mark Viviano', 'role': 'Executive Officer', 'cik': '0002091633'}, {'name': '- Kimmeridge Engagement Management, L.P.', 'role': 'Promoter', 'cik': '0002091633'}]",Promoter,0
Ares SH Partners LP,0002091699,310-201-4100,"[{'name': 'N/A Ares SH6 Advisors LP', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'Manager Ares Real Estate Management Holdings, LLC', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'David Roth', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'Andrew Holm', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'Jay Glaubach', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'William Benjamin', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'Michael Arougheti', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'Keith Kooper', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'Jessica Mattoon', 'role': 'Executive Officer', 'cik': '0002091699'}, {'name': 'Julie Solomon', 'role': 'Executive Officer', 'cik': '0002091699'}]",Executive Officer,0
Gaingels Kargo OCT 2025 LLC,0002091954,773 837 1889,"[{'name': 'Paul Grossinger', 'role': 'Executive Officer', 'cik': '0002091954'}]",Executive Officer,526017
"Helmsman Member, LLC",0002092242,4347701777,"[{'name': 'Stephen Jones', 'role': 'Promoter', 'cik': '0002092242'}, {'name': 'Patrick Keeley, Jr.', 'role': 'Promoter', 'cik': '0002092242'}, {'name': 'Steven Bell', 'role': 'Promoter', 'cik': '0002092242'}, {'name': 'Helmsman Manager LLC', 'role': 'Promoter', 'cik': '0002092242'}]",Promoter,26900000
Extellis Inc,0002092249,919-727-4535,"[{'name': 'Justin Wright-Eakes', 'role': 'Director', 'cik': '0002092249'}, {'name': 'Michael Boyarsky', 'role': 'Executive Officer', 'cik': '0002092249'}, {'name': 'David Smith', 'role': 'Director', 'cik': '0002092249'}, {'name': 'Jeffrey Ludwig', 'role': 'Executive Officer', 'cik': '0002092249'}]",Executive Officer,6429594
"REI Energy Drilling & Income Fund IX, L.P.",0002092263,9724376792,"[{'name': 'Michael Mauceli', 'role': 'Executive Officer', 'cik': '0002092263'}]",Executive Officer,225000
Lord Abbett Adviser Feeder Fund I LP,0002092442,2018272000,"[{'name': 'N/A Lord, Abbett & Co. LLC', 'role': 'Promoter', 'cik': '0002092442'}, {'name': 'N/A Lord Abbett Private Credit Advisor LLC', 'role': 'Promoter', 'cik': '0002092442'}, {'name': 'Stephan Kuppenheimer', 'role': 'Executive Officer', 'cik': '0002092442'}, {'name': 'Vincent Lu', 'role': 'Executive Officer', 'cik': '0002092442'}, {'name': 'Salvatore Dona', 'role': 'Executive Officer', 'cik': '0002092442'}, {'name': 'Mary Ann Picciotto', 'role': 'Executive Officer', 'cik': '0002092442'}, {'name': 'Randolph Stuzin', 'role': 'Executive Officer', 'cik': '0002092442'}]",Executive Officer,15000
"Bubble Robotics, Inc.",0002092541,808-784-7367,"[{'name': 'Jean Crosetti', 'role': 'Executive Officer', 'cik': '0002092541'}]",Executive Officer,3537536
Pixality Inc.,0002092561,4256158250,"[{'name': 'Dimitri Seas', 'role': 'Executive Officer', 'cik': '0002092561'}]",Executive Officer,50000
Idaka Golf Inc.,0002092666,3125028949,"[{'name': 'Michael George', 'role': 'Director', 'cik': '0002092666'}, {'name': 'Steven Pirring', 'role': 'Executive Officer', 'cik': '0002092666'}, {'name': 'Cody Knudson', 'role': 'Executive Officer', 'cik': '0002092666'}, {'name': 'Sage Sawyer', 'role': 'Director', 'cik': '0002092666'}, {'name': 'Robert Long', 'role': 'Director', 'cik': '0002092666'}, {'name': 'Ronald Smith', 'role': 'Director', 'cik': '0002092666'}]",Director,200000
"MADELINE &, CO.",0002092676,6462128435,"[{'name': 'ALI ABBASI', 'role': 'Executive Officer', 'cik': '0002092676'}]",Executive Officer,25000
"Current Software Applications, Inc.",0002092728,4153263718,"[{'name': 'John Hansen', 'role': 'Executive Officer', 'cik': '0002092728'}, {'name': 'Jin Ong', 'role': 'Executive Officer', 'cik': '0002092728'}, {'name': 'Christine Boyle', 'role': 'Director', 'cik': '0002092728'}]",Director,3750000
Bow River Asset-Based Institutional Income Fund LP,0002092828,303-861-8466,"[{'name': 'N/A BRAM - PCAM GP, LLC', 'role': 'Executive Officer', 'cik': '0002092828'}, {'name': 'Blair Richardson', 'role': 'Executive Officer', 'cik': '0002092828'}]",Executive Officer,15000000
"FirstWave Investment Fund (Onshore), L.P.",0002092929,617-818-1529,"[{'name': '(none) FirstWave Fund GP, LLC', 'role': 'Executive Officer', 'cik': '0002092929'}, {'name': 'Jonah Lupton', 'role': 'Executive Officer', 'cik': '0002092929'}]",Executive Officer,0
"FirstWave Investment Fund (Offshore), L.P.",0002092989,617-818-1529,"[{'name': '(none) FirstWave Fund GP, LLC', 'role': 'Executive Officer', 'cik': '0002092989'}, {'name': 'Jonah Lupton', 'role': 'Executive Officer', 'cik': '0002092989'}]",Executive Officer,0
"PeakSpan CGP IV Co-Invest, L.P.",0002092991,212-899-9800,"[{'name': 'N/A PeakSpan Capital IV, LLC', 'role': 'Promoter', 'cik': '0002092991'}, {'name': 'Phil Dur', 'role': 'Director', 'cik': '0002092991'}, {'name': 'Matt Melymuka', 'role': 'Director', 'cik': '0002092991'}, {'name': 'Jay Lance', 'role': 'Director', 'cik': '0002092991'}]",Director,0
Foothill Family Preservation LP,0002093032,5108366336,"[{'name': 'Foothill Family GP LLC Foothill Family GP LLC', 'role': 'Promoter', 'cik': '0002093032'}, {'name': 'RAMP Housing, Inc. RAMP Housing, Inc.', 'role': 'Promoter', 'cik': '0002093032'}, {'name': 'Oakland Housing Initiatives, Inc. Oakland Housing Initiatives, Inc.', 'role': 'Promoter', 'cik': '0002093032'}]",Promoter,25073979
"FirstWave Enhanced Investment Fund (Offshore), L.P.",0002093051,617-818-1529,"[{'name': '(none) FirstWave Fund GP, LLC', 'role': 'Executive Officer', 'cik': '0002093051'}, {'name': 'Jonah Lupton', 'role': 'Executive Officer', 'cik': '0002093051'}]",Executive Officer,0
"FirstWave Enhanced Investment Fund (Onshore), L.P.",0002093052,617-818-1529,"[{'name': '(none) FirstWave Fund GP, LLC', 'role': 'Executive Officer', 'cik': '0002093052'}, {'name': 'Jonah Lupton', 'role': 'Executive Officer', 'cik': '0002093052'}]",Executive Officer,0
Open Field PsiQuantum SPV I LLC,0002093118,917-309-4867,"[{'name': 'See Clarification See Clarification', 'role': 'Executive Officer', 'cik': '0002093118'}, {'name': 'See Clarification See Clarification', 'role': 'Promoter', 'cik': '0002093118'}, {'name': 'Marc Weiss', 'role': 'Executive Officer', 'cik': '0002093118'}]",Executive Officer,2780000
RSP Fund I LP,0002093164,412-288-3131,"[{'name': 'n/a RSP Fund GP LLC', 'role': 'Promoter', 'cik': '0002093164'}, {'name': 'James Metzger', 'role': 'Executive Officer', 'cik': '0002093164'}]",Executive Officer,760000
TL Daytona IRF Partners LLC,0002093177,972-342-0562,"[{'name': '* TL Daytona IRF Partners Management LLC', 'role': 'Director', 'cik': '0002093177'}, {'name': '* TL Capital Group, LLC', 'role': 'Director', 'cik': '0002093177'}, {'name': 'Tony Lisotta', 'role': 'Director', 'cik': '0002093177'}, {'name': 'Kimberly Thomas', 'role': 'Director', 'cik': '0002093177'}]",Director,1416500
"FirstWave Investment Fund (Onshore)-A, L.P.",0002093238,617-818-1529,"[{'name': '(none) FirstWave Fund GP, LLC', 'role': 'Executive Officer', 'cik': '0002093238'}, {'name': 'Jonah Lupton', 'role': 'Executive Officer', 'cik': '0002093238'}]",Executive Officer,0
"Asia Alternatives Capital Partners VII, LP",0002093337,415-723-8100,"[{'name': 'N/A ASIA ALTERNATIVES PRIVATE EQUITY PARTNERS VII, L.P.', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES PRIVATE EQUITY PARTNERS VII (EX-CHINA), L.P.', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES (LUX) GP SARL', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES MANAGEMENT LLC', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'MELISSA MA', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'REBECCA XU', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'AKIHIKO YASUDA', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'PRANEET GARG', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'DAN DASHIELL', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'SUNG PARK', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'VALERIE LEUNG', 'role': 'Executive Officer', 'cik': '0002093337'}]",Executive Officer,0
"Asia Alternatives Capital Partners VII, LP",0002093337,415-723-8100,"[{'name': 'N/A ASIA ALTERNATIVES PRIVATE EQUITY PARTNERS VII, L.P.', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES PRIVATE EQUITY PARTNERS VII (EX-CHINA), L.P.', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES (LUX) GP SARL', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES MANAGEMENT LLC', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'MELISSA MA', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'REBECCA XU', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'AKIHIKO YASUDA', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'PRANEET GARG', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'DAN DASHIELL', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'SUNG PARK', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'VALERIE LEUNG', 'role': 'Executive Officer', 'cik': '0002093337'}]",Executive Officer,0
"Asia Alternatives Secondaries Top-Up, LP",0002093306,415-723-8100,"[{'name': 'N/A ASIA ALTERNATIVES GP SIDECAR, LLC', 'role': 'Promoter', 'cik': '0002093306'}, {'name': 'N/A ASIA ALTERNATIVES MANAGEMENT LLC', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'MELISSA MA', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'REBECCA XU', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'AKIHIKO YASUDA', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'PRANEET GARG', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'DAN DASHIELL', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'SUNG PARK', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'VALERIE LEUNG', 'role': 'Executive Officer', 'cik': '0002093306'}]",Executive Officer,0
"Asia Alternatives Capital Partners VII, LP",0002093337,415-723-8100,"[{'name': 'N/A ASIA ALTERNATIVES PRIVATE EQUITY PARTNERS VII, L.P.', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES PRIVATE EQUITY PARTNERS VII (EX-CHINA), L.P.', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES (LUX) GP SARL', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES MANAGEMENT LLC', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'MELISSA MA', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'REBECCA XU', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'AKIHIKO YASUDA', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'PRANEET GARG', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'DAN DASHIELL', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'SUNG PARK', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'VALERIE LEUNG', 'role': 'Executive Officer', 'cik': '0002093337'}]",Executive Officer,0
"Asia Alternatives Capital Partners VII, LP",0002093337,415-723-8100,"[{'name': 'N/A ASIA ALTERNATIVES PRIVATE EQUITY PARTNERS VII, L.P.', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES PRIVATE EQUITY PARTNERS VII (EX-CHINA), L.P.', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES (LUX) GP SARL', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'N/A ASIA ALTERNATIVES MANAGEMENT LLC', 'role': 'Promoter', 'cik': '0002093337'}, {'name': 'MELISSA MA', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'REBECCA XU', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'AKIHIKO YASUDA', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'PRANEET GARG', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'DAN DASHIELL', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'SUNG PARK', 'role': 'Executive Officer', 'cik': '0002093337'}, {'name': 'VALERIE LEUNG', 'role': 'Executive Officer', 'cik': '0002093337'}]",Executive Officer,0
TL JAX Orange Park IRF Partners LLC,0002093339,972-342-0562,"[{'name': '* TL JAX Orange Park IRF Partners Management LLC', 'role': 'Director', 'cik': '0002093339'}, {'name': '* TL Capital Group, LLC', 'role': 'Director', 'cik': '0002093339'}, {'name': 'Tony Lisotta', 'role': 'Director', 'cik': '0002093339'}, {'name': 'Kimberly Thomas', 'role': 'Director', 'cik': '0002093339'}]",Director,1102500
"Asia Alternatives Secondaries Top-Up, LP",0002093306,415-723-8100,"[{'name': 'N/A ASIA ALTERNATIVES GP SIDECAR, LLC', 'role': 'Promoter', 'cik': '0002093306'}, {'name': 'N/A ASIA ALTERNATIVES MANAGEMENT LLC', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'MELISSA MA', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'REBECCA XU', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'AKIHIKO YASUDA', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'PRANEET GARG', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'DAN DASHIELL', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'SUNG PARK', 'role': 'Executive Officer', 'cik': '0002093306'}, {'name': 'VALERIE LEUNG', 'role': 'Executive Officer', 'cik': '0002093306'}]",Executive Officer,0
TL Venice Wellen Park IRF Partners LLC,0002093343,972-342-0562,"[{'name': '* TL Venice Wellen Park IRF Partners Management LLC', 'role': 'Director', 'cik': '0002093343'}, {'name': '* TL Capital Group, LLC', 'role': 'Director', 'cik': '0002093343'}, {'name': 'Tony Lisotta', 'role': 'Director', 'cik': '0002093343'}, {'name': 'Kimberly Thomas', 'role': 'Director', 'cik': '0002093343'}]",Director,2940000
"FirstWave Enhanced Investment Fund (Onshore)-A, L.P.",0002093356,617-818-1529,"[{'name': '(none) FirstWave Fund GP, LLC', 'role': 'Executive Officer', 'cik': '0002093356'}, {'name': 'Jonah Lupton', 'role': 'Executive Officer', 'cik': '0002093356'}]",Executive Officer,0
MCAP Partners Fund II LLC,0002093379,2029574294,"[{'name': 'Amir Abdallah', 'role': 'Executive Officer', 'cik': '0002093379'}]",Executive Officer,0
RENTDUE Capital Qualified Fund,0002093448,8015921026,"[{'name': 'Jeffrey Vernon', 'role': 'Executive Officer', 'cik': '0002093448'}]",Executive Officer,0
"HVS-NAIFX SPV, LP",0002093503,212-667-9000,"[{'name': 'n/a HVS-NAIFX SPV GP LLC', 'role': 'Executive Officer', 'cik': '0002093503'}, {'name': 'n/a Nomura Capital Management LLC', 'role': 'Executive Officer', 'cik': '0002093503'}]",Executive Officer,62500000
Oval Park SPV XTLS1 LLC,0002093532,919-451-1958,"[{'name': 'Justin Wright-Eakes', 'role': 'Executive Officer', 'cik': '0002093532'}, {'name': '- Oval Park Capital LLC', 'role': 'Executive Officer', 'cik': '0002093532'}]",Executive Officer,3168500
Republic Apptronik a Series of CGF2021 LLC,0002093559,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002093559'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002093559'}]",Executive Officer,650980
"Studio Fund (C-2), LP",0002093603,914-623-1400,"[{'name': 'N/A The Studio, Fund LLC', 'role': 'Promoter', 'cik': '0002093603'}, {'name': 'Robert Halmi', 'role': 'Executive Officer', 'cik': '0002093603'}, {'name': 'Fehmi Zeko', 'role': 'Executive Officer', 'cik': '0002093603'}]",Executive Officer,2500000
Open Field Hammerspace SPV II LLC,0002093622,917-309-4867,"[{'name': 'See Clarification See Clarification', 'role': 'Executive Officer', 'cik': '0002093622'}, {'name': 'See Clarification See Clarification', 'role': 'Promoter', 'cik': '0002093622'}, {'name': 'Marc Weiss', 'role': 'Executive Officer', 'cik': '0002093622'}]",Executive Officer,4556500
"J10 Capital Partners, LLC",0002093670,801-941-4920,"[{'name': 'Ryan Jaten', 'role': 'Executive Officer', 'cik': '0002093670'}, {'name': 'Adam Whiting', 'role': 'Director', 'cik': '0002093670'}]",Director,3050000
"PFDSELECT MEDICAL RECEIVABLES 1016, LLC",0002093682,888 475 4748,"[{'name': 'Gary Ermoian', 'role': 'Executive Officer', 'cik': '0002093682'}, {'name': 'Robert Pryke', 'role': 'Executive Officer', 'cik': '0002093682'}, {'name': 'Eric Hansen', 'role': 'Executive Officer', 'cik': '0002093682'}]",Executive Officer,0
Oblegoner 2 Development LP,0002093698,2705990583,"[{'name': 'Douglas Shea', 'role': 'Executive Officer', 'cik': '0002093698'}]",Executive Officer,168350
"Azalea Pax I, LP",0002093719,4087786866,"[{'name': 'Harinder Singh', 'role': 'Executive Officer', 'cik': '0002093719'}]",Executive Officer,520000
Ultrassure Inc.,0002093725,5142961491,"[{'name': 'matti parnanen', 'role': 'Executive Officer', 'cik': '0002093725'}]",Executive Officer,333000
"Rewind Investco, LLC",0002093726,(512) 826-7355,"[{'name': 'Thomas Ince', 'role': 'Executive Officer', 'cik': '0002093726'}]",Executive Officer,7574706
"Third Lake RE Self-Storage Fund III, LP",0002093737,813-497-8100,"[{'name': 'N/A Third Lake RE Self-Storage III GP, LLC', 'role': 'Director', 'cik': '0002093737'}, {'name': 'N/A Third Lake Partners, LLC', 'role': 'Executive Officer', 'cik': '0002093737'}, {'name': 'Case Fell', 'role': 'Executive Officer', 'cik': '0002093737'}, {'name': 'Robert Forsythe', 'role': 'Executive Officer', 'cik': '0002093737'}, {'name': 'Stewart Oldfield', 'role': 'Executive Officer', 'cik': '0002093737'}, {'name': 'Luke Thomas', 'role': 'Executive Officer', 'cik': '0002093737'}]",Executive Officer,6000000
